,Token_ID,Token,Lemma,POS,POS_TAG,Dependency_Head,Dependency_Label,idx_sent,Negation_cue,next,prev,trigram,trigram_list,prev_bigram,prev_bigram_list,next_bigram,next_bigram_list,HECT,HECA
164,8,",",",",PUNCT,",",11,punct,9,O,that,"""","that , ""","['that', ',', '""']","that ,","['that', ',']",", ""","[',', '""']",0,0
165,9,"""","""",PUNCT,'',11,punct,9,O,",",said,", "" said","[',', '""', 'said']",", ""","[',', '""']",""" said","['""', 'said']",0,0
166,10,said,say,VERB,VBD,0,ROOT,9,O,"""",he,""" said he","['""', 'said', 'he']",""" said","['""', 'said']",said he,"['said', 'he']",0,0
167,11,he,he,PRON,PRP,11,nsubj,9,O,said,;,said he ;,"['said', 'he', ';']",said he,"['said', 'he']",he ;,"['he', ';']",0,0
168,12,;,;,PUNCT,:,11,punct,9,O,he,"""","he ; ""","['he', ';', '""']",he ;,"['he', ';']","; ""","[';', '""']",0,0
169,13,"""","""",PUNCT,``,11,punct,9,O,;,some,"; "" some","[';', '""', 'some']","; ""","[';', '""']",""" some","['""', 'some']",0,0
170,14,some,some,DET,DT,17,det,9,O,"""",underlying,""" some underlying","['""', 'some', 'underlying']",""" some","['""', 'some']",some underlying,"['some', 'underlying']",0,0
171,15,underlying,underlying,ADJ,JJ,17,amod,9,O,some,suggestion,some underlying suggestion,"['some', 'underlying', 'suggestion']",some underlying,"['some', 'underlying']",underlying suggestion,"['underlying', 'suggestion']",0,0
172,16,suggestion,suggestion,NOUN,NN,11,nsubj,9,O,underlying,of,underlying suggestion of,"['underlying', 'suggestion', 'of']",underlying suggestion,"['underlying', 'suggestion']",suggestion of,"['suggestion', 'of']",0,0
173,17,of,of,ADP,IN,17,prep,9,O,suggestion,the,suggestion of the,"['suggestion', 'of', 'the']",suggestion of,"['suggestion', 'of']",of the,"['of', 'the']",0,0
174,18,the,the,DET,DT,20,det,9,O,of,tragic,of the tragic,"['of', 'the', 'tragic']",of the,"['of', 'the']",the tragic,"['the', 'tragic']",0,0
175,19,tragic,tragic,ADJ,JJ,18,pobj,9,O,the,and,the tragic and,"['the', 'tragic', 'and']",the tragic,"['the', 'tragic']",tragic and,"['tragic', 'and']",0,0
176,20,and,and,CCONJ,CC,20,cc,9,O,tragic,the,tragic and the,"['tragic', 'and', 'the']",tragic and,"['tragic', 'and']",and the,"['and', 'the']",0,0
177,21,the,the,DET,DT,23,det,9,O,and,terrible,and the terrible,"['and', 'the', 'terrible']",and the,"['and', 'the']",the terrible,"['the', 'terrible']",0,0
178,22,terrible,terrible,ADJ,JJ,20,conj,9,O,the,.,the terrible .,"['the', 'terrible', '.']",the terrible,"['the', 'terrible']",terrible .,"['terrible', '.']",0,0
179,23,.,.,PUNCT,.,11,punct,9,O,terrible,If,terrible . If,"['terrible', '.', 'If']",terrible .,"['terrible', '.']",. If,"['.', 'If']",0,0
180,0,If,if,SCONJ,IN,3,mark,10,O,.,you,. If you,"['.', 'If', 'you']",. If,"['.', 'If']",If you,"['If', 'you']",0,0
181,1,you,you,PRON,PRP,3,nsubj,10,O,If,cast,If you cast,"['If', 'you', 'cast']",If you,"['If', 'you']",you cast,"['you', 'cast']",0,0
182,2,cast,cast,VERB,VBP,23,advcl,10,O,you,your,you cast your,"['you', 'cast', 'your']",you cast,"['you', 'cast']",cast your,"['cast', 'your']",0,0
183,3,your,your,PRON,PRP$,5,poss,10,O,cast,mind,cast your mind,"['cast', 'your', 'mind']",cast your,"['cast', 'your']",your mind,"['your', 'mind']",0,0
184,4,mind,mind,NOUN,NN,3,dobj,10,O,your,back,your mind back,"['your', 'mind', 'back']",your mind,"['your', 'mind']",mind back,"['mind', 'back']",0,0
185,5,back,back,ADV,RB,3,advmod,10,O,mind,to,mind back to,"['mind', 'back', 'to']",mind back,"['mind', 'back']",back to,"['back', 'to']",0,0
186,6,to,to,ADP,IN,6,prep,10,O,back,some,back to some,"['back', 'to', 'some']",back to,"['back', 'to']",to some,"['to', 'some']",0,0
187,7,some,some,PRON,DT,7,pobj,10,O,to,of,to some of,"['to', 'some', 'of']",to some,"['to', 'some']",some of,"['some', 'of']",0,0
188,8,of,of,ADP,IN,8,prep,10,O,some,those,some of those,"['some', 'of', 'those']",some of,"['some', 'of']",of those,"['of', 'those']",0,0
189,9,those,those,DET,DT,11,det,10,O,of,narratives,of those narratives,"['of', 'those', 'narratives']",of those,"['of', 'those']",those narratives,"['those', 'narratives']",0,0
190,10,narratives,narrative,NOUN,NNS,9,pobj,10,O,those,with,those narratives with,"['those', 'narratives', 'with']",those narratives,"['those', 'narratives']",narratives with,"['narratives', 'with']",0,0
191,11,with,with,ADP,IN,16,prep,10,O,narratives,which,narratives with which,"['narratives', 'with', 'which']",narratives with,"['narratives', 'with']",with which,"['with', 'which']",0,0
192,12,which,which,PRON,WDT,12,pobj,10,O,with,you,with which you,"['with', 'which', 'you']",with which,"['with', 'which']",which you,"['which', 'you']",0,0
193,13,you,you,PRON,PRP,16,nsubj,10,O,which,have,which you have,"['which', 'you', 'have']",which you,"['which', 'you']",you have,"['you', 'have']",0,0
194,14,have,have,AUX,VBP,16,aux,10,O,you,afflicted,you have afflicted,"['you', 'have', 'afflicted']",you have,"['you', 'have']",have afflicted,"['have', 'afflicted']",0,0
195,15,afflicted,afflict,VERB,VBN,11,relcl,10,O,have,a,have afflicted a,"['have', 'afflicted', 'a']",have afflicted,"['have', 'afflicted']",afflicted a,"['afflicted', 'a']",0,0
196,16,a,a,DET,DT,19,det,10,O,afflicted,long-suffering,afflicted a long-suffering,"['afflicted', 'a', 'long-suffering']",afflicted a,"['afflicted', 'a']",a long-suffering,"['a', 'long-suffering']",0,0
197,17,long-suffering,long-suffering,ADJ,JJ,19,amod,10,O,a,public,a long-suffering public,"['a', 'long-suffering', 'public']",a long-suffering,"['a', 'long-suffering']",long-suffering public,"['long-suffering', 'public']",0,0
198,18,public,public,NOUN,NN,16,dobj,10,O,long-suffering,",","long-suffering public ,","['long-suffering', 'public', ',']",long-suffering public,"['long-suffering', 'public']","public ,","['public', ',']",0,0
199,19,",",",",PUNCT,",",23,punct,10,O,public,you,"public , you","['public', ',', 'you']","public ,","['public', ',']",", you","[',', 'you']",0,0
200,20,you,you,PRON,PRP,23,nsubj,10,O,",",will,", you will","[',', 'you', 'will']",", you","[',', 'you']",you will,"['you', 'will']",0,0
201,21,will,will,AUX,MD,23,aux,10,O,you,recognize,you will recognize,"['you', 'will', 'recognize']",you will,"['you', 'will']",will recognize,"['will', 'recognize']",0,0
202,22,recognize,recognize,VERB,VB,0,ROOT,10,O,will,how,will recognize how,"['will', 'recognize', 'how']",will recognize,"['will', 'recognize']",recognize how,"['recognize', 'how']",0,0
203,23,how,how,SCONJ,WRB,25,advmod,10,O,recognize,often,recognize how often,"['recognize', 'how', 'often']",recognize how,"['recognize', 'how']",how often,"['how', 'often']",0,0
204,24,often,often,ADV,RB,29,advmod,10,O,how,the,how often the,"['how', 'often', 'the']",how often,"['how', 'often']",often the,"['often', 'the']",0,0
205,25,the,the,DET,DT,27,det,10,O,often,grotesque,often the grotesque,"['often', 'the', 'grotesque']",often the,"['often', 'the']",the grotesque,"['the', 'grotesque']",0,0
206,26,grotesque,grotesque,NOUN,NN,29,nsubj,10,O,the,has,the grotesque has,"['the', 'grotesque', 'has']",the grotesque,"['the', 'grotesque']",grotesque has,"['grotesque', 'has']",0,0
207,27,has,have,AUX,VBZ,29,aux,10,O,grotesque,deepened,grotesque has deepened,"['grotesque', 'has', 'deepened']",grotesque has,"['grotesque', 'has']",has deepened,"['has', 'deepened']",0,0
208,28,deepened,deepen,VERB,VBN,23,ccomp,10,O,has,into,has deepened into,"['has', 'deepened', 'into']",has deepened,"['has', 'deepened']",deepened into,"['deepened', 'into']",0,0
209,29,into,into,ADP,IN,29,prep,10,O,deepened,the,deepened into the,"['deepened', 'into', 'the']",deepened into,"['deepened', 'into']",into the,"['into', 'the']",0,0
210,30,the,the,DET,DT,32,det,10,O,into,criminal,into the criminal,"['into', 'the', 'criminal']",into the,"['into', 'the']",the criminal,"['the', 'criminal']",0,0
211,31,criminal,criminal,NOUN,NN,30,pobj,10,O,the,.,the criminal .,"['the', 'criminal', '.']",the criminal,"['the', 'criminal']",criminal .,"['criminal', '.']",0,0
212,32,.,.,PUNCT,.,23,punct,10,O,criminal,Think,criminal . Think,"['criminal', '.', 'Think']",criminal .,"['criminal', '.']",. Think,"['.', 'Think']",0,0
213,0,Think,think,VERB,VB,0,ROOT,11,O,.,of,. Think of,"['.', 'Think', 'of']",. Think,"['.', 'Think']",Think of,"['Think', 'of']",0,0
214,1,of,of,ADP,IN,1,prep,11,O,Think,that,Think of that,"['Think', 'of', 'that']",Think of,"['Think', 'of']",of that,"['of', 'that']",0,0
215,2,that,that,DET,DT,5,det,11,O,of,little,of that little,"['of', 'that', 'little']",of that,"['of', 'that']",that little,"['that', 'little']",0,0
216,3,little,little,ADJ,JJ,5,amod,11,O,that,affair,that little affair,"['that', 'little', 'affair']",that little,"['that', 'little']",little affair,"['little', 'affair']",0,0
217,4,affair,affair,NOUN,NN,2,pobj,11,O,little,of,little affair of,"['little', 'affair', 'of']",little affair,"['little', 'affair']",affair of,"['affair', 'of']",0,0
218,5,of,of,ADP,IN,5,prep,11,O,affair,the,affair of the,"['affair', 'of', 'the']",affair of,"['affair', 'of']",of the,"['of', 'the']",0,0
219,6,the,the,DET,DT,9,det,11,O,of,red-headed,of the red-headed,"['of', 'the', 'red-headed']",of the,"['of', 'the']",the red-headed,"['the', 'red-headed']",0,0
220,7,red-headed,red-headed,ADJ,JJ,9,amod,11,O,the,men,the red-headed men,"['the', 'red-headed', 'men']",the red-headed,"['the', 'red-headed']",red-headed men,"['red-headed', 'men']",0,0
221,8,men,man,NOUN,NNS,6,pobj,11,O,red-headed,.,red-headed men .,"['red-headed', 'men', '.']",red-headed men,"['red-headed', 'men']",men .,"['men', '.']",0,0
222,9,.,.,PUNCT,.,1,punct,11,O,men,That,men . That,"['men', '.', 'That']",men .,"['men', '.']",. That,"['.', 'That']",0,0
223,0,That,that,PRON,DT,2,nsubj,12,O,.,was,. That was,"['.', 'That', 'was']",. That,"['.', 'That']",That was,"['That', 'was']",0,0
224,1,was,be,AUX,VBD,3,auxpass,12,O,That,grotesque,That was grotesque,"['That', 'was', 'grotesque']",That was,"['That', 'was']",was grotesque,"['was', 'grotesque']",0,0
225,2,grotesque,grotesque,ADJ,JJ,0,ROOT,12,O,was,enough,was grotesque enough,"['was', 'grotesque', 'enough']",was grotesque,"['was', 'grotesque']",grotesque enough,"['grotesque', 'enough']",0,0
226,3,enough,enough,ADV,RB,3,advmod,12,O,grotesque,in,grotesque enough in,"['grotesque', 'enough', 'in']",grotesque enough,"['grotesque', 'enough']",enough in,"['enough', 'in']",0,0
227,4,in,in,ADP,IN,3,prep,12,O,enough,the,enough in the,"['enough', 'in', 'the']",enough in,"['enough', 'in']",in the,"['in', 'the']",0,0
228,5,the,the,DET,DT,7,det,12,O,in,outset,in the outset,"['in', 'the', 'outset']",in the,"['in', 'the']",the outset,"['the', 'outset']",0,0
229,6,outset,outset,NOUN,NN,5,pobj,12,O,the,",","the outset ,","['the', 'outset', ',']",the outset,"['the', 'outset']","outset ,","['outset', ',']",0,0
230,7,",",",",PUNCT,",",3,punct,12,O,outset,and,"outset , and","['outset', ',', 'and']","outset ,","['outset', ',']",", and","[',', 'and']",0,0
231,8,and,and,CCONJ,CC,3,cc,12,O,",",yet,", and yet","[',', 'and', 'yet']",", and","[',', 'and']",and yet,"['and', 'yet']",0,0
232,9,yet,yet,ADV,RB,12,advmod,12,O,and,it,and yet it,"['and', 'yet', 'it']",and yet,"['and', 'yet']",yet it,"['yet', 'it']",0,0
233,10,it,it,PRON,PRP,12,nsubj,12,O,yet,ended,yet it ended,"['yet', 'it', 'ended']",yet it,"['yet', 'it']",it ended,"['it', 'ended']",0,0
234,11,ended,end,VERB,VBD,3,conj,12,O,it,in,it ended in,"['it', 'ended', 'in']",it ended,"['it', 'ended']",ended in,"['ended', 'in']",0,0
235,12,in,in,ADP,IN,12,prep,12,O,ended,a,ended in a,"['ended', 'in', 'a']",ended in,"['ended', 'in']",in a,"['in', 'a']",0,0
236,13,a,a,DET,DT,16,det,12,O,in,desperate,in a desperate,"['in', 'a', 'desperate']",in a,"['in', 'a']",a desperate,"['a', 'desperate']",0,0
237,14,desperate,desperate,ADJ,JJ,16,amod,12,O,a,attempt,a desperate attempt,"['a', 'desperate', 'attempt']",a desperate,"['a', 'desperate']",desperate attempt,"['desperate', 'attempt']",0,0
238,15,attempt,attempt,NOUN,NN,13,pobj,12,O,desperate,at,desperate attempt at,"['desperate', 'attempt', 'at']",desperate attempt,"['desperate', 'attempt']",attempt at,"['attempt', 'at']",0,0
239,16,at,at,ADP,IN,16,prep,12,O,attempt,robbery,attempt at robbery,"['attempt', 'at', 'robbery']",attempt at,"['attempt', 'at']",at robbery,"['at', 'robbery']",0,0
240,17,robbery,robbery,NOUN,NN,17,pobj,12,O,at,.,at robbery .,"['at', 'robbery', '.']",at robbery,"['at', 'robbery']",robbery .,"['robbery', '.']",0,0
241,18,.,.,PUNCT,.,12,punct,12,O,robbery,Or,robbery . Or,"['robbery', '.', 'Or']",robbery .,"['robbery', '.']",. Or,"['.', 'Or']",0,0
242,0,Or,or,CCONJ,CC,6,cc,13,O,.,",",". Or ,","['.', 'Or', ',']",. Or,"['.', 'Or']","Or ,","['Or', ',']",0,0
243,1,",",",",PUNCT,",",6,punct,13,O,Or,again,"Or , again","['Or', ',', 'again']","Or ,","['Or', ',']",", again","[',', 'again']",0,0
244,2,again,again,ADV,RB,6,advmod,13,O,",",",",", again ,","[',', 'again', ',']",", again","[',', 'again']","again ,","['again', ',']",0,0
245,3,",",",",PUNCT,",",6,punct,13,O,again,there,"again , there","['again', ',', 'there']","again ,","['again', ',']",", there","[',', 'there']",0,0
246,4,there,there,PRON,EX,6,expl,13,O,",",was,", there was","[',', 'there', 'was']",", there","[',', 'there']",there was,"['there', 'was']",0,0
247,5,was,be,VERB,VBD,0,ROOT,13,O,there,that,there was that,"['there', 'was', 'that']",there was,"['there', 'was']",was that,"['was', 'that']",0,0
248,6,that,that,SCONJ,IN,10,det,13,O,was,most,was that most,"['was', 'that', 'most']",was that,"['was', 'that']",that most,"['that', 'most']",0,0
249,7,most,most,ADV,RBS,9,advmod,13,O,that,grotesque,that most grotesque,"['that', 'most', 'grotesque']",that most,"['that', 'most']",most grotesque,"['most', 'grotesque']",0,0
250,8,grotesque,grotesque,ADJ,JJ,10,amod,13,O,most,affair,most grotesque affair,"['most', 'grotesque', 'affair']",most grotesque,"['most', 'grotesque']",grotesque affair,"['grotesque', 'affair']",0,0
251,9,affair,affair,NOUN,NN,6,attr,13,O,grotesque,of,grotesque affair of,"['grotesque', 'affair', 'of']",grotesque affair,"['grotesque', 'affair']",affair of,"['affair', 'of']",0,0
252,10,of,of,ADP,IN,10,prep,13,O,affair,the,affair of the,"['affair', 'of', 'the']",affair of,"['affair', 'of']",of the,"['of', 'the']",0,0
253,11,the,the,DET,DT,15,det,13,O,of,five,of the five,"['of', 'the', 'five']",of the,"['of', 'the']",the five,"['the', 'five']",0,0
254,12,five,five,NUM,CD,15,nummod,13,O,the,orange,the five orange,"['the', 'five', 'orange']",the five,"['the', 'five']",five orange,"['five', 'orange']",0,0
255,13,orange,orange,NOUN,NN,15,compound,13,O,five,pips,five orange pips,"['five', 'orange', 'pips']",five orange,"['five', 'orange']",orange pips,"['orange', 'pips']",0,0
256,14,pips,pip,NOUN,NNS,11,pobj,13,O,orange,",","orange pips ,","['orange', 'pips', ',']",orange pips,"['orange', 'pips']","pips ,","['pips', ',']",0,0
257,15,",",",",PUNCT,",",15,punct,13,O,pips,which,"pips , which","['pips', ',', 'which']","pips ,","['pips', ',']",", which","[',', 'which']",0,0
258,16,which,which,PRON,WDT,18,nsubj,13,O,",",led,", which led","[',', 'which', 'led']",", which","[',', 'which']",which led,"['which', 'led']",0,0
259,17,led,lead,VERB,VBD,15,relcl,13,O,which,straight,which led straight,"['which', 'led', 'straight']",which led,"['which', 'led']",led straight,"['led', 'straight']",0,0
260,18,straight,straight,ADV,RB,20,advmod,13,O,led,to,led straight to,"['led', 'straight', 'to']",led straight,"['led', 'straight']",straight to,"['straight', 'to']",0,0
261,19,to,to,ADP,IN,18,prep,13,O,straight,a,straight to a,"['straight', 'to', 'a']",straight to,"['straight', 'to']",to a,"['to', 'a']",0,0
262,20,a,a,DET,DT,23,det,13,O,to,murderous,to a murderous,"['to', 'a', 'murderous']",to a,"['to', 'a']",a murderous,"['a', 'murderous']",0,0
263,21,murderous,murderous,ADJ,JJ,23,amod,13,O,a,conspiracy,a murderous conspiracy,"['a', 'murderous', 'conspiracy']",a murderous,"['a', 'murderous']",murderous conspiracy,"['murderous', 'conspiracy']",0,0
264,22,conspiracy,conspiracy,NOUN,NN,20,pobj,13,O,murderous,.,murderous conspiracy .,"['murderous', 'conspiracy', '.']",murderous conspiracy,"['murderous', 'conspiracy']",conspiracy .,"['conspiracy', '.']",0,0
265,23,.,.,PUNCT,.,6,punct,13,O,conspiracy,The,conspiracy . The,"['conspiracy', '.', 'The']",conspiracy .,"['conspiracy', '.']",. The,"['.', 'The']",0,0
266,0,The,the,DET,DT,2,det,14,O,.,word,. The word,"['.', 'The', 'word']",. The,"['.', 'The']",The word,"['The', 'word']",0,0
267,1,word,word,NOUN,NN,3,nsubj,14,O,The,puts,The word puts,"['The', 'word', 'puts']",The word,"['The', 'word']",word puts,"['word', 'puts']",0,0
268,2,puts,put,VERB,VBZ,0,ROOT,14,O,word,me,word puts me,"['word', 'puts', 'me']",word puts,"['word', 'puts']",puts me,"['puts', 'me']",0,0
269,3,me,I,PRON,PRP,3,dobj,14,O,puts,on,puts me on,"['puts', 'me', 'on']",puts me,"['puts', 'me']",me on,"['me', 'on']",0,0
270,4,on,on,ADP,IN,3,prep,14,O,me,the,me on the,"['me', 'on', 'the']",me on,"['me', 'on']",on the,"['on', 'the']",0,0
271,5,the,the,DET,DT,7,det,14,O,on,alert,on the alert,"['on', 'the', 'alert']",on the,"['on', 'the']",the alert,"['the', 'alert']",0,0
272,6,alert,alert,NOUN,NN,5,pobj,14,O,the,.,the alert .,"['the', 'alert', '.']",the alert,"['the', 'alert']",alert .,"['alert', '.']",0,0
273,7,.,.,PUNCT,.,3,punct,14,O,alert,"""","alert . ""","['alert', '.', '""']",alert .,"['alert', '.']",". ""","['.', '""']",0,0
274,8,"""","""",PUNCT,'',3,punct,14,O,.,"""",". "" ""","['.', '""', '""']",". ""","['.', '""']",""" ""","['""', '""']",0,0
275,0,"""","""",PUNCT,``,2,punct,15,O,"""",Have,""" "" Have","['""', '""', 'Have']",""" ""","['""', '""']",""" Have","['""', 'Have']",0,0
276,1,Have,have,VERB,VBP,0,ROOT,15,O,"""",you,""" Have you","['""', 'Have', 'you']",""" Have","['""', 'Have']",Have you,"['Have', 'you']",0,0
277,2,you,you,PRON,PRP,2,nsubj,15,O,Have,it,Have you it,"['Have', 'you', 'it']",Have you,"['Have', 'you']",you it,"['you', 'it']",0,0
278,3,it,it,PRON,PRP,2,dobj,15,O,you,there,you it there,"['you', 'it', 'there']",you it,"['you', 'it']",it there,"['it', 'there']",0,0
279,4,there,there,ADV,RB,2,advmod,15,O,it,?,it there ?,"['it', 'there', '?']",it there,"['it', 'there']",there ?,"['there', '?']",0,0
280,5,?,?,PUNCT,.,2,punct,15,O,there,"""","there ? ""","['there', '?', '""']",there ?,"['there', '?']","? ""","['?', '""']",0,0
281,6,"""","""",PUNCT,'',2,punct,15,O,?,I,"? "" I","['?', '""', 'I']","? ""","['?', '""']",""" I","['""', 'I']",0,0
282,0,I,I,PRON,PRP,2,nsubj,15,O,"""",asked,""" I asked","['""', 'I', 'asked']",""" I","['""', 'I']",I asked,"['I', 'asked']",0,0
283,1,asked,ask,VERB,VBD,0,ROOT,15,O,I,.,I asked .,"['I', 'asked', '.']",I asked,"['I', 'asked']",asked .,"['asked', '.']",0,0
284,2,.,.,PUNCT,.,2,punct,15,O,asked,He,asked . He,"['asked', '.', 'He']",asked .,"['asked', '.']",. He,"['.', 'He']",0,0
285,0,He,he,PRON,PRP,2,nsubj,16,O,.,read,. He read,"['.', 'He', 'read']",. He,"['.', 'He']",He read,"['He', 'read']",0,0
286,1,read,read,VERB,VBD,0,ROOT,16,O,He,the,He read the,"['He', 'read', 'the']",He read,"['He', 'read']",read the,"['read', 'the']",0,0
287,2,the,the,DET,DT,4,det,16,O,read,telegram,read the telegram,"['read', 'the', 'telegram']",read the,"['read', 'the']",the telegram,"['the', 'telegram']",0,0
288,3,telegram,telegram,NOUN,NN,2,dobj,16,O,the,aloud,the telegram aloud,"['the', 'telegram', 'aloud']",the telegram,"['the', 'telegram']",telegram aloud,"['telegram', 'aloud']",0,0
289,4,aloud,aloud,ADV,RB,2,advmod,16,O,telegram,.,telegram aloud .,"['telegram', 'aloud', '.']",telegram aloud,"['telegram', 'aloud']",aloud .,"['aloud', '.']",0,0
290,5,.,.,PUNCT,.,2,punct,16,O,aloud,"""","aloud . ""","['aloud', '.', '""']",aloud .,"['aloud', '.']",". ""","['.', '""']",0,0
291,0,"""","""",PUNCT,``,4,punct,17,O,.,Have,". "" Have","['.', '""', 'Have']",". ""","['.', '""']",""" Have","['""', 'Have']",0,0
292,1,Have,have,AUX,VBP,4,aux,17,O,"""",just,""" Have just","['""', 'Have', 'just']",""" Have","['""', 'Have']",Have just,"['Have', 'just']",0,0
293,2,just,just,ADV,RB,4,advmod,17,O,Have,had,Have just had,"['Have', 'just', 'had']",Have just,"['Have', 'just']",just had,"['just', 'had']",0,0
294,3,had,have,VERB,VBN,0,ROOT,17,O,just,most,just had most,"['just', 'had', 'most']",just had,"['just', 'had']",had most,"['had', 'most']",0,0
295,4,most,most,ADV,RBS,6,advmod,17,O,had,incredible,had most incredible,"['had', 'most', 'incredible']",had most,"['had', 'most']",most incredible,"['most', 'incredible']",0,0
296,5,incredible,incredible,ADJ,JJ,9,amod,17,O,most,and,most incredible and,"['most', 'incredible', 'and']",most incredible,"['most', 'incredible']",incredible and,"['incredible', 'and']",0,0
297,6,and,and,CCONJ,CC,6,cc,17,O,incredible,grotesque,incredible and grotesque,"['incredible', 'and', 'grotesque']",incredible and,"['incredible', 'and']",and grotesque,"['and', 'grotesque']",0,0
298,7,grotesque,grotesque,ADJ,JJ,6,conj,17,O,and,experience,and grotesque experience,"['and', 'grotesque', 'experience']",and grotesque,"['and', 'grotesque']",grotesque experience,"['grotesque', 'experience']",0,0
